//编号   禁止PK   视野范围   经验倍数   物品掉率   卓越掉率   套装掉率   孔装掉率   助手   决斗地图	自攻击	自商店 	自拾取	红名	Gate   	地图
0			*		12			100		100			5000		0			0		1		0		1		1		1		1		17		"勇者大陆"
1			*		12			100		100			5000		0			0		1		0		1		0		1		1		17		"地下城"
2			*		12			100		100			5000		0			0		1		0		1		1		1		1		22		"冰风谷"
3			*		12			100		100			1000		0			0		1		0		1		1		1		1		27		"仙踪林"
4			*		12			100		100			1000		0			0		1		0		1		0		1		1		42		"失落之塔"
6			*		10			100		100			1000		0			0		1		0		1		0		1		1		115		"竞技场"
7			*		12			100		100			1000		0			0		1		0		1		0		1		1		49		"亚特兰蒂斯"
8			*		12			100		100			1000		0			0		1		0		1		0		1		1		57		"死亡沙漠"
9			*		10			100		100			1000		0			0		1		0		0		0		0		0		27		"恶魔广场 (1~4)"
10			*		12			100		100			1000		0			0		1		0		1		0		1		1		42		"天空之城"
11			*		10			100		100			1000		0			0		1		0		0		0		0		0		22		"血色城堡 1"
12			*		10			100		100			1000		0			0		1		0		0		0		0		0		22		"血色城堡 2"
13			*		10			100		100			1000		0			0		1		0		0		0		0		0		22		"血色城堡 3"
14			*		10			100		100			1000		0			0		1		0		0		0		0		0		22		"血色城堡 4"
15			*		10			100		100			1000		0			0		1		0		0		0		0		0		22		"血色城堡 5"
16			*		10			100		100			1000		0			0		1		0		0		0		0		0		22		"血色城堡 6"
17			*		10			100		100			1000		0			0		1		0		0		0		0		0		22		"血色城堡 7"
18			*		10			100		100			1000		0			0		0		0		0		0		0		0		17		"赤色要塞 1"
19			*		10			100		100			1000		0			0		0		0		0		0		0		0		17		"赤色要塞 2"
20			*		10			100		100			1000		0			0		0		0		0		0		0		0		17		"赤色要塞 3"
21			*		10			100		100			1000		0			0		0		0		0		0		0		0		17		"赤色要塞 4"
22			*		10			100		100			1000		0			0		0		0		0		0		0		0		17		"赤色要塞 5"
23			*		10			100		100			1000		0			0		0		0		0		0		0		0		17		"赤色要塞 6"
24			*		12			100		100			1000		0			0		1		0		1		0		1		1		17		"卡利玛 1"
25			*		12			100		100			1000		0			0		1		0		1		0		1		1		17		"卡利玛 2"
26			*		12			100		100			1000		0			0		1		0		1		0		1		1		17		"卡利玛 3"
27			*		12			100		100			1000		0			0		1		0		1		0		1		1		17		"卡利玛 4"
28			*		12			100		100			1000		0			0		1		0		1		0		1		1		17		"卡利玛 5"
29			*		12			100		100			1000		0			0		1		0		1		0		1		1		17		"卡利玛 6"
30			*		10			100		100			1000		0			0		1		0		0		0		0		0		100		"罗兰峡谷"
31			*		12			100		100			1000		0			0		1		0		1		0		1		1		106		"魔炼之地"
32			*		10			100		100			1000		0			0		1		0		0		0		0		0		27		"恶魔广场(5~7)"
33			*		12			100		100			1000		0			0		1		0		1		0		1		1		119		"幽暗森林(1~2)"
34			*		12			100		100			1000		0			0		1		0		1		0		1		1		118		"狼魂要塞"
36			*		12			100		100			1000		0			0		1		0		1		0		1		1		17		"卡利玛 7"
37			*		12			100		100			1000		0			0		1		0		1		0		1		1		138		"坎特鲁废墟 1"
38			*		12			100		100			1000		0			0		1		0		1		0		1		1		139		"坎特鲁废墟 2"
39			*		12			100		100			1000		0			0		1		0		1		0		1		1		137		"坎特鲁废墟 3"
40			*		12			100		100			1000		0			0		1		0		0		0		0		0		402		"GM召唤区域"
41			*		12			100		100			1000		0			0		1		0		1		0		1		1		256		"巴卡斯兵营"
42			*		12			100		100			1000		0			0		1		0		1		0		1		1		256		"巴卡斯休息室"
45			*		12			100		100			1000		0			0		1		0		0		0		0		0		17		"幻影寺院 1"
46			*		12			100		100			1000		0			0		1		0		0		0		0		0		17		"幻影寺院 2"
47			*		12			100		100			1000		0			0		1		0		0		0		0		0		17		"幻影寺院 3"
48			*		12			100		100			1000		0			0		1		0		0		0		0		0		17		"幻影寺院 4"
49			*		12			100		100			1000		0			0		1		0		0		0		0		0		17		"幻影寺院 5"
